"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","PgP inhibitor","Dataset","Cell line","INCHI_KEY"
"CC1(C)SC2C(NC(=O)C(N=C)C3=CC=CC=C3)C(=O)C2C1C(O)=O","-","-","AUTO_154","-","A123785","-","-","-","no","","","FKZMKCZIADWGQT-UHFFFAOYSA"
"CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)C3=CC=CC=C3)C(=O)N2C1C(O)=O","-","-","AUTO_155","-","A123785","-","-","-","no","","","JTWOMNBEOCYFNV-UHFFFAOYSA"
"CC1(C)SSC(C)(C)C(NC(=O)C(N)CC2=CC=C(O)C=C2)C(=O)NCC(=O)NC(CC2=CC=CC=C2)C(=O)NC1C(O)=O","-","-","AUTO_156","-","A123785","-","-","-","no","","","MCMMCRYPQBNCPH-UHFFFAOYSA"
"CC1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C","-","-","AUTO_157","-","A123785","-","-","-","no","","","FSCWZHGZWWDELK-UHFFFAOYSA"
"CC1=C2NC3=CC(=O)C=CC3=C2C=CN1","-","-","AUTO_158","-","A123785","-","-","-","no","","","LBBJNGFCXDOYMQ-UHFFFAOYSA"
"CC1=C(C(C2=CC=CS2)C(C(=O)OCC(O)=O)=C(C)N1)C(=O)OCC(O)=O","-","-","AUTO_159","-","A123785","-","-","-","no","","","CVDOBFGZXCGGGD-UHFFFAOYSA"
"CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CCC=CC1)C2=O)C(O)=O","-","-","AUTO_160","-","A123785","-","-","-","no","","","RDLPVSKMFDYCOR-UHFFFAOYSA"
"CC1=CCCC2(C)OC2C2OC(=O)C(=C)C2CC1","-","-","AUTO_161","-","A123785","-","-","-","no","","","KTEXNACQROZXEV-UHFFFAOYSA"
"CC1=CN(CCNCC(O)COC2=C(C)C=CC=C2)C(=O)NC1=O","-","-","AUTO_162","-","A123785","-","-","-","no","","","RETPFDTUCPKFEC-UHFFFAOYSA"
"CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO","-","-","AUTO_163","-","A123785","-","-","-","no","","","XOFYZVNMUHMLCC-UHFFFAOYSA"
"CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO","-","-","AUTO_164","-","A123785","-","-","-","no","","","MFYSYFVPBJMHGN-UHFFFAOYSA"
"CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO","-","-","AUTO_165","-","A123785","-","-","-","no","","","GFNANZIMVAIWHM-UHFFFAOYSA"
"CC12CC(O)C3(F)C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO","-","-","AUTO_166","-","A123785","-","-","-","no","","","AAXVEMMRQDVLJB-UHFFFAOYSA"
"CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO","-","-","AUTO_167","-","A123785","-","-","-","no","","","OIGNJSKKLXVSLS-UHFFFAOYSA"
"CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C(=O)CO","-","-","AUTO_168","-","A123785","-","-","-","no","","","JYGXADMDTFJGBT-UHFFFAOYSA"
"CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO","-","-","AUTO_169","-","A123785","-","-","-","no","","","OMFXVFTZEKFJBZ-UHFFFAOYSA"
"CC12CCC3C(=CCC4=C3C=CC(O)=C4)C1CCC2=O","-","-","AUTO_170","-","A123785","-","-","-","no","","","WKRLQDKEXYKHJB-UHFFFAOYSA"
"CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1","-","-","AUTO_171","-","A123785","-","-","-","no","","","ODJLBQGVINUMMR-UHFFFAOYSA"
"CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C","-","-","AUTO_172","-","A123785","-","-","-","no","","","VIKNJXKGJWUCNN-UHFFFAOYSA"
"CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CC(O)C2O","-","-","AUTO_173","-","A123785","-","-","-","no","","","PROQIPRRNZUXQM-UHFFFAOYSA"
"CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2=O","-","-","AUTO_174","-","A123785","-","-","-","no","","","DNXHEGUUPJUMQT-UHFFFAOYSA"
"CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CCC2O","-","-","AUTO_175","-","A123785","-","-","-","no","","","VOXZDWNPVJITMN-UHFFFAOYSA"
"CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23","-","-","AUTO_176","-","A123785","-","-","-","no","","","QVCMHGGNRFRMAD-UHFFFAOYSA"
"CC1=C(C(=O)C2=CC=CC=C2)C(=O)N(N1CC(O)CNC(C)(C)C)C1=CC=CC=C1","-","-","AUTO_177","-","A123785","-","-","-","no","","","CUZLGKFLNHHSCB-UHFFFAOYSA"
"CC1=C(O)C(C)=C2CCC(C)(OC2=C1C)C(O)=O","-","-","AUTO_178","-","A123785","-","-","-","no","","","GLEVLJDDWXEYCO-UHFFFAOYSA"
"CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=C(N)N=C(C)N=C1","-","-","AUTO_179","-","A123785","-","-","-","no","","","AYEKOFBPNLCAJY-UHFFFAOYSA"
"CC1C(NC(=O)C(=N\OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O","-","-","AUTO_180","-","A123785","-","-","-","no","","","WZPBZJONDBGPKJ-CAOOACKPSA"
"CN1N(C(=O)C(NC(=O)C2=CN=CC=C2)=C1C)C1=CC=CC=C1","-","-","AUTO_181","-","A123785","-","-","-","no","","","BRZANEXCSZCZCI-UHFFFAOYSA"
"CC1C(O)C2(O)C(C3C=C(CO)CC4(O)C(C=C(C)C4=O)C13O)C2(C)C","-","-","AUTO_182","-","A123785","-","-","-","no","","","QGVLYPPODPLXMB-UHFFFAOYSA"
"CC1C(O)C2(OC(C)=O)C(C3C=C(CO)CC4(O)C(C=C(C)C4=O)C13O)C2(C)C","-","-","AUTO_183","-","A123785","-","-","-","no","","","SDSVJYOOAPRSDA-UHFFFAOYSA"
"CC1C(OC2=C1C=CC=C2)C(=O)N1CCCCC1","-","-","AUTO_184","-","A123785","-","-","-","no","","","SOPJKQLPXWGEQG-UHFFFAOYSA"
"CC1C\C=C\C2C(O)C(C)=C(C)C3C(CC4=CC=CC=C4)NC(=O)C23C(OC(C)=O)\C=C\C(C)(O)C1=O","-","-","AUTO_185","-","A123785","-","-","-","no","","","NAIODHJWOHMDJX-BBXOWAOSSA"
"CC1=C2C=CN=CC2=C(C)C2=C1NC1=C2C=CC=C1","-","-","AUTO_186","-","A123785","-","-","-","no","","","CTSPAMFJBXKSOY-UHFFFAOYSA"
"CC1C2C(CC3=CC=CC=C3)NC(=O)C22C(\C=C\CC(C)C(=O)C(C)(O)\C=C\C2OC(C)=O)C(O)C1=C","-","-","AUTO_187","-","A123785","-","-","-","no","","","SDZRWUKZFQQKKV-BBXOWAOSSA"
"CC1C2C(CC3=CC=CC=C3)NC(=O)C22C(\C=C\CC(C)CC(C)(O)\C=C\C2O)C(O)C1=C","-","-","AUTO_188","-","A123785","-","-","-","no","","","UKQNIEMKORIOQM-KRQHZRJMSA"
"CC1C2C(CC3=CC=CC=C3)NC(=O)C22C(\C=C\CC(C)CC(C)(O)\C=C\C2OC(C)=O)C(O)C1=C","-","-","AUTO_189","-","A123785","-","-","-","no","","","NAEWXXDGBKTIMN-BBXOWAOSSA"
"CC1C2C(CC3=CC=CC=C3)NC(=O)C22OC(=O)\C=C/C(=O)CCCC(C)C\C=C\C2C(O)C1=C","-","-","AUTO_190","-","A123785","-","-","-","no","","","ZMAODHOXRBLOQO-CBKGHXGGSA"
"CC1C2C(O)C3C(N(C)C)C(=O)\C(=C(/N)O)C(=O)C3(O)C(=O)C2=C(O)C2=C(O)C=CC=C12","-","-","AUTO_191","-","A123785","-","-","-","no","","","UEVKMCOZLJYVNG-BKUYFWCQSA"
"CC1C2C(OC1=O)C1C(C)=CC(=O)C1=C(C)CC2O","-","-","AUTO_192","-","A123785","-","-","-","no","","","YMUOZXZDDBRJEP-UHFFFAOYSA"
"CN1N(C(=O)C=C1C)C1=CC=CC=C1","-","-","AUTO_193","-","A123785","-","-","-","no","","","VEQOALNAAJBPNY-UHFFFAOYSA"
"CC1CC(C)C(=O)C(C1)C(O)CC1CC(=O)NC(=O)C1","-","-","AUTO_194","-","A123785","-","-","-","no","","","YPHMISFOHDHNIV-UHFFFAOYSA"
"CC1=NN(C(C)=C1)C1=NN=C(N\N=C\C2=CN=CC=C2)N=N1","-","-","AUTO_195","-","A123785","-","-","-","no","","","PAPYGCDZVCPJOR-OVCLIPMQSA"
"CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1","-","-","AUTO_196","-","A123785","-","-","-","no","","","ASWVTGNCAZCNNR-UHFFFAOYSA"
"CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C","-","-","AUTO_197","-","A123785","-","-","-","no","","","HUCJFAOMUPXHDK-UHFFFAOYSA"
"CN1C(CC(O)=O)=CC(C)=C1C(=O)C1=CC=C(Cl)C=C1","-","-","AUTO_198","-","A123785","-","-","-","no","","","ZXVNMYWKKDOREA-UHFFFAOYSA"
"CC1=C(C=CC(=C1)C1=CC(C)=C(C=C1)N=NC1=C(C=C2C=C(C=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O)N=NC1=C(C=C2C=C(C=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O","-","-","AUTO_199","-","A123785","-","-","-","no","","","ZBNARPCCDMHDDV-UHFFFAOYSA"
"CC1=CC(NS(=O)(=O)C2=CC=C(NC(=O)C3=C4N=C5C=CC=CC5=C(NC5=CC=C(C=C5)S(N)(=O)=O)C4=C(Cl)C=C3)C=C2)=NO1","-","-","AUTO_200","-","A123785","-","-","-","no","","","HCBNVLMHLFPZKA-UHFFFAOYSA"
"CC1=CC(O)=C2C(=O)C=C(C(=O)C2=C1)C1=C(O)C2=C(C=C1C)C(=O)C=CC2=O","-","-","AUTO_201","-","A123785","-","-","-","no","","","WRFTYMHHWSAKSK-UHFFFAOYSA"
"CC1CC2C3CCC(O)(C(C)=O)C3(C)CC(O)C2(F)C2(C)C=CC(=O)C=C12","-","-","AUTO_202","-","A123785","-","-","-","no","","","FAOZLTXFLGPHNG-UHFFFAOYSA"
"CC1CC2C3CCC4=CC(=C)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO","-","-","AUTO_203","-","A123785","-","-","-","no","","","PMRXSLHPSLCRIA-UHFFFAOYSA"
"CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO","-","-","AUTO_204","-","A123785","-","-","-","no","","","UREBDLICKHMUKA-UHFFFAOYSA"
"CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1","-","-","AUTO_205","-","A123785","-","-","-","no","","","FMHHVULEAZTJMA-UHFFFAOYSA"
"CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC(\C=C\C(O)=O)=N1","-","-","AUTO_206","-","A123785","-","-","-","no","","","PWACSDKDOHSSQD-IUTFFREVSA"
"CC1CCC(CC1)NC(=O)N(CCCl)N=O","-","-","AUTO_207","-","A123785","-","-","-","no","","","FVLVBPDQNARYJU-UHFFFAOYSA"
"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1","-","-","AUTO_208","-","A123785","-","-","-","no","","","BOVGTQGAOIONJV-UHFFFAOYSA"
"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1","-","-","AUTO_209","-","A123785","-","-","-","no","","","OUDSBRTVNLOZBN-UHFFFAOYSA"
"CC1=C(NC(=O)C2=CC(NC(=O)NC3=CC(=CC=C3)C(=O)NC3=C(C)C=CC(=C3)C(=O)NC3=CC=C(C4=CC(=CC(=C34)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)=CC=C2)C=C(C=C1)C(=O)NC1=C2C(C=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=C(C=C1)S(O)(=O)=O","-","-","AUTO_210","-","A123785","-","-","-","no","","","FIAFUQMPZJWCLV-UHFFFAOYSA"
"CC1=CC=C(Cl)C(NC2=C(C=CC=C2)C(O)=O)=C1Cl","-","-","AUTO_211","-","A123785","-","-","-","no","","","SBDNJUWAMKYJOX-UHFFFAOYSA"
"CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C)C(O)=O","-","-","AUTO_212","-","A123785","-","-","-","no","","","WCGUUGGRBIKTOS-UHFFFAOYSA"
"CC1CCC2C(C)C(OC(=O)CCC(O)=O)OC3OC4(C)CCC1C23OO4","-","-","AUTO_213","-","A123785","-","-","-","no","","","FIHJKUPKCHIPAT-UHFFFAOYSA"
"CC1CCC2C(C)C3CCC4(O)C5CC(=O)C6CC(=O)CCC6(C)C5CC4C3CN2C1","-","-","AUTO_214","-","A123785","-","-","-","no","","","QIIPLDGFOSWORQ-UHFFFAOYSA"
"CC1=CC=CC(C)=C1NC1=NCCCS1","-","-","AUTO_215","-","A123785","-","-","-","no","","","BPICBUSOMSTKRF-UHFFFAOYSA"
"CC1CCCC(C)N1","-","-","AUTO_216","-","A123785","-","-","-","no","","","SDGKUVSVPIIUCF-UHFFFAOYSA"
"CC1CCCC(C)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O","-","-","AUTO_217","-","A123785","-","-","-","no","","","LBXHRAWDUMTPSE-UHFFFAOYSA"
"CC1=CC=CC(NC2=CC(Cl)=NC(SCC(O)=O)=N2)=C1C","-","-","AUTO_218","-","A123785","-","-","-","no","","","SZRPDCCEHVWOJX-UHFFFAOYSA"
"CC1=C(C=CC=C1)N1CCN(CCC2=NN=C3CCCCN23)CC1","-","-","AUTO_219","-","A123785","-","-","-","no","","","RFWZESUMWJKKRN-UHFFFAOYSA"
"CC1CN(CCNCC(O)COC2=C(C)C=CC=C2)C(=O)NC1=O","-","-","AUTO_220","-","A123785","-","-","-","no","","","JIZYEPRWUHAUCO-UHFFFAOYSA"
"CC1=C(OCC(O)CNCCOC2=CC=C(C=C2)C(N)=O)C=CC=C1","-","-","AUTO_221","-","A123785","-","-","-","no","","","SKQDKFOTIPJUSV-UHFFFAOYSA"
"CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1","-","-","AUTO_222","-","A123785","-","-","-","no","","","QPPBRPIAZZHUNT-UHFFFAOYSA"
"CC1CNCCN1S(=O)(=O)C1=CC=CC2=CN=CC=C12","-","-","AUTO_223","-","A123785","-","-","-","no","","","BDVFVCGFMNCYPV-UHFFFAOYSA"
"CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1","-","-","AUTO_224","-","A123785","-","-","-","no","","","GSDSWSVVBLHKDQ-UHFFFAOYSA"
"CC1N(CC2=CC=CC=C2)C(N2C1=NC1=C(C=CC=C1)C2=O)C1=CC(O)=CC=C1","-","-","AUTO_226","-","A123785","-","-","-","no","","","HXIOSIIZCGSISQ-UHFFFAOYSA"
"CC1NC(C(=O)N1CC(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1","-","-","AUTO_227","-","A123785","-","-","-","no","","","ZNFHPCAGJDNVQO-UHFFFAOYSA"
"CC1NC2=C(C=CC=C2)C1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O","-","-","AUTO_228","-","A123785","-","-","-","no","","","YJBVFLNZYKDXQA-UHFFFAOYSA"
"CC1=C(C)C2=C(NC3=CC=CC(Cl)=C3)N=CN=C2N1","-","-","AUTO_229","-","A123785","-","-","-","no","","","WXJDWBDGDSXEFA-UHFFFAOYSA"
"CC1=NC=C(CO)C(CO)=C1O","-","-","AUTO_230","-","A123785","-","-","-","no","","","LXNHXLLTXMVWPM-UHFFFAOYSA"
"CC1NCCC2=C1NC1=CC=CC=C21","-","-","AUTO_231","-","A123785","-","-","-","no","","","LPIJOZBIVDCQTE-UHFFFAOYSA"
"CC1=NC=CC2=C1NC1=C2C=CC=C1","-","-","AUTO_232","-","A123785","-","-","-","no","","","PSFDQSOCUJVVGF-UHFFFAOYSA"
"CC1NCCC2=CC(O)=C(O)C=C12","-","-","AUTO_233","-","A123785","-","-","-","no","","","IBRKLUSXDYATLG-UHFFFAOYSA"
"CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1","-","-","AUTO_234","-","A123785","-","-","-","no","","","VACCAVUAMIDAGB-UHFFFAOYSA"
"CC1=NN=C(SCC2=C(N3C(SC2)C(NC(=O)CN2C=NN=N2)C3=O)C(O)=O)S1","-","-","AUTO_235","-","A123785","-","-","-","no","","","MLYYVTUWGNIJIB-UHFFFAOYSA"
"CC1=NN=C2CN=C(C3=C(Cl)C=CC=C3)C3=C(C=CC(Cl)=C3)N12","-","-","AUTO_236","-","A123785","-","-","-","no","","","JOFWLTCLBGQGBO-UHFFFAOYSA"
"CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C","-","-","AUTO_237","-","A123785","-","-","-","no","","","NHUHCSRWZMLRLA-UHFFFAOYSA"
"CC1OC(CC(O)C1O)OC1C(O)CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(CCC54O)C4=CC(=O)OC4)C3)OC2C)OC1C","-","-","AUTO_238","-","A123785","-","-","-","no","","","LTMHDMANZUZIPE-UHFFFAOYSA"
"CC1OC(OC2C(O)C(O)C(CO)OC2OC2=CC(O)=C3C(=O)CC(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O","-","-","AUTO_239","-","A123785","-","-","-","no","","","DFPMSGMNTNDNHN-UHFFFAOYSA"
"CC1OC(OC2CC3OC(O)(CC(O)C3C(O)=O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CC=C\C=C/C=CC=CC=C2)C(O)C(N)C1O","-","-","AUTO_240","-","A123785","-","-","-","no","","","APKFDSVGJQXUKY-OWUAHMPBSA"
"CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F","-","-","AUTO_241","-","A123785","-","-","-","no","","","VHOGYURTWQBHIL-UHFFFAOYSA"
"CCC(=O)C1=C(OCC(O)CN2CCOCC2)C=CC=C1","-","-","AUTO_242","-","A123785","-","-","-","no","","","ZFMIURIOVUFNKE-UHFFFAOYSA"
"CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O","-","-","AUTO_243","-","A123785","-","-","-","no","","","IDBPHNDTYPBSNI-UHFFFAOYSA"
"CCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)CCl","-","-","AUTO_244","-","A123785","-","-","-","no","","","CBGUOGMQLZIXBE-UHFFFAOYSA"
"CCC(C(=O)OCCCN1CCN(CCCOC(=O)C(CC)C2=CC=CC=C2)CC1)C1=CC=CC=C1","-","-","AUTO_245","-","A123785","-","-","-","no","","","JPODXVOPMKGMFU-UHFFFAOYSA"
"CCC(C(=O)OCCN(C)CCCN(C)CCOC(=O)C(CC)C1=CC=CC=C1)C1=CC=CC=C1","-","-","AUTO_246","-","A123785","-","-","-","no","","","VQIWJHCHTIWRLW-UHFFFAOYSA"
"CCC(C(=O)OCCN(CC)CC)C1=CC=CC=C1","-","-","AUTO_247","-","A123785","-","-","-","no","","","CKWHSYRZDLWQFV-UHFFFAOYSA"
"CCC(C(=O)OCCN1CCN(CCC(=O)C2=CC=C(OC)C=C2)CC1)C1=CC=CC=C1","-","-","AUTO_248","-","A123785","-","-","-","no","","","KAUMKTGPMBVUTJ-UHFFFAOYSA"
"CCC(C(=O)SCCN(CC)CC)C1=CC=C(C=C1)C1=CC=CC=C1","-","-","AUTO_249","-","A123785","-","-","-","no","","","PFNLUFYAGHJNKJ-UHFFFAOYSA"
"CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","-","-","AUTO_250","-","A123785","-","-","-","no","","","PBBGSZCBWVPOOL-UHFFFAOYSA"
"CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12","-","-","AUTO_251","-","A123785","-","-","-","no","","","XWLXKKNPFMNSFA-UHFFFAOYSA"
"CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12","-","-","AUTO_252","-","A123785","-","-","-","no","","","QLJODMDSTUBWDW-UHFFFAOYSA"
"CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(O)=O)C12","-","-","AUTO_253","-","A123785","-","-","-","no","","","TUZYXOIXSAXUGO-UHFFFAOYSA"
"CCC(C)C1N(C)C(=O)C(C(C)CC)N(C)C(=O)C(CC(O)=O)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)C2CCCCN2C(=O)C(C)NC(=O)C(C)NC(=O)C(CC2=CC=C(OC)C=C2)NC(=O)C(C(C)C)N(C)C(=O)CNC1=O)C(C)C","-","-","AUTO_254","-","A123785","-","-","-","no","","","BPEKIYRCYQQAET-UHFFFAOYSA"
"CCC(C)C1N(C)C(=O)C(C(C)CC)N(C)C(=O)C(CC(O)=O)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)C2CCCCN2C(=O)C(C)OC(=O)C(CC2=CC=C(OC)C=C2)NC(=O)C(C(C)C)N(C)C(=O)CNC1=O)C(C)C","-","-","AUTO_255","-","A123785","-","-","-","no","","","WRIUTPDMSISMSW-UHFFFAOYSA"
"CCC(C)C1N(C)C(=O)C(C(C)CC)N(C)C(=O)C(CC(O)=O)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)C2CCCCN2C(=O)C(C)OC(=O)C(CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC(=O)C(C(C)C)N(C)C(=O)CNC1=O)C(C)C","-","-","AUTO_256","-","A123785","-","-","-","no","","","DFXVJXNZRCHSBU-UHFFFAOYSA"
"CCC(C1=CC=CC=C1)C1=C(OCCCN2CCN(CC2)CCCO1)C(CC)C1=CC=CC=C1","-","-","AUTO_257","-","A123785","-","-","-","no","","","NXLRCFADWDOMSW-UHFFFAOYSA"
"CCC(C1=NOC(CCN(CC)CC)=N1)C1=CC=CC=C1","-","-","AUTO_258","-","A123785","-","-","-","no","","","OLTAWOVKGWWERU-UHFFFAOYSA"
"CCC(CN)=C(C1=CC=CC=C1)C1=CC=CC=C1","-","-","AUTO_259","-","A123785","-","-","-","no","","","WNKCJOWTKXGERE-UHFFFAOYSA"
"CCC(CO)NC(=O)C1CN(C)C2CC3=CNC4=CC=CC(=C34)C2=C1","-","-","AUTO_260","-","A123785","-","-","-","no","","","UNBRKDKAWYKMIV-UHFFFAOYSA"
"CCC(CO)NC(=O)C1CN(C)C2CC3=CN(C)C4=CC=CC(=C34)C2=C1","-","-","AUTO_261","-","A123785","-","-","-","no","","","KPJZHOPZRAFDTN-UHFFFAOYSA"
"CCC[N+](C)(C)CC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1","-","-","AUTO_262","-","A123785","-","-","-","no","","","UYHGCTYWZGVVJQ-UHFFFAOYSA"
"CCC\C=C\C=C\C(=O)OC1\C(CC2CC(OC(=O)CC(O)CC3CC(OC(C)=O)C(C)(C)C(O)(CC4C\C(CC(O4)\C=C/C(C)(C)C1(O)O2)=C\C(=O)OC)O3)C(C)O)=C\C(=O)OC","-","-","AUTO_263","-","A123785","-","-","-","no","","","MJQUEDHRCUIRLF-DECOFNLXSA"
"CCC1(C)CC(=O)NC1=O","-","-","AUTO_264","-","A123785","-","-","-","no","","","HAPOVYFOVVWLRS-UHFFFAOYSA"
"CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1","-","-","AUTO_265","-","A123785","-","-","-","no","","","GMHKMTDVRCWUDX-UHFFFAOYSA"
"CCC1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC=CC1=C3)C2=O","-","-","AUTO_266","-","A123785","-","-","-","no","","","VSJKWCGYPAHWDS-UHFFFAOYSA"
"CCC1(O)CC2CN(C1)CCC1=C(NC3=CC=CC=C13)C(C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C=O)C1C22CCN3CC=CC(CC)(C23)C(OC(C)=O)C1(O)C(=O)OC","-","-","AUTO_267","-","A123785","-","-","-","no","","","OGWKCGZFUXNPDA-UHFFFAOYSA"
"CCC1=C(CC2NCCC3=CC(OC)=C(OC)C=C23)CC2N(CCC3=C2C=C(OC)C(OC)=C3)C1","-","-","AUTO_268","-","A123785","-","-","-","no","","","XXLZPUYGHQWHRN-UHFFFAOYSA"
"CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C","-","-","AUTO_269","-","A123785","-","-","-","no","","","WWYNJERNGUHSAO-UHFFFAOYSA"
"CCC12CCCN3CCC4=C(C13)N(C1=CC=CC=C41)C(=O)C2","-","-","AUTO_270","-","A123785","-","-","-","no","","","WYJAPUKIYAZSEM-UHFFFAOYSA"
"CCC12CCCN3CCC4=C(C13)N(C1=CC=CC=C41)C(O)(C2)C(=O)OC","-","-","AUTO_271","-","A123785","-","-","-","no","","","RXPRRQLKFXBCSJ-UHFFFAOYSA"
"CCC1=NC=CC(=C1)C(N)=S","-","-","AUTO_272","-","A123785","-","-","-","no","","","AEOCXXJPGCBFJA-UHFFFAOYSA"
"CCC1=CC=C(C=C1)N1C(NC2=C(C=CC=C2)C1=O)C1=CC=C(OCC2=CC=CC=C2)C=C1","-","-","AUTO_273","-","A123785","-","-","-","no","","","VFHMVEMCNRRLPH-UHFFFAOYSA"
"CCC1=CC=CC(CC)=C1NC(=O)CN(CC(O)=O)CC(O)=O","-","-","AUTO_274","-","A123785","-","-","-","no","","","WNIDXAKKFOKNEF-UHFFFAOYSA"
"CCC1CN2CCC3=C(C=C(OC)C(OC)=C3)C2CC1CC1NCCC2=CC(OC)=C(OC)C=C12","-","-","AUTO_275","-","A123785","-","-","-","no","","","AUVVAXYIELKVAI-UHFFFAOYSA"
"CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1","-","-","AUTO_276","-","A123785","-","-","-","no","","","GOEMGAFJFRBGGG-UHFFFAOYSA"
"CCCC(=O)OC12C(C3C=C(CO)CC4(O)C(C=C(C)C4=O)C3(O)C(C)C1O)C2(C)C","-","-","AUTO_277","-","A123785","-","-","-","no","","","FZXHDWWEDNRATG-UHFFFAOYSA"
"CCCC(C)(COC(N)=O)COC(=O)NC(C)C","-","-","AUTO_278","-","A123785","-","-","-","no","","","OFZCIYFFPZCNJE-UHFFFAOYSA"
"CCCC(C)(COC(N)=O)COC(N)=O","-","-","AUTO_279","-","A123785","-","-","-","no","","","NPPQSCRMBWNHMW-UHFFFAOYSA"
"CCCC(C)C1(CC)C(=O)NC(=S)NC1=O","-","-","AUTO_280","-","A123785","-","-","-","no","","","IUJDSEJGGMCXSG-UHFFFAOYSA"
"CCCC(O)CCNC1=C(NC)C(=NC(=N1)N(CCO)CCO)C(NCCN(CCO)CCO)N1CCCC(O)C1","-","-","AUTO_281","-","A123785","-","-","-","no","","","NTUURXMDDLEBKO-UHFFFAOYSA"
"CCCC[N+](C)(CCCC)CCCC","-","-","AUTO_282","-","A123785","-","-","-","no","","","HJHUXWBTVVFLQI-UHFFFAOYSA"
