_id,drug,structure,transporter,species,geneName,geneId,type,place,method,experimentalSystem,dose,route,substanceMeasured,concomitant,time,comment,parameterType,parameter,value,units,reference,source,sourceLink,year,TransporterInfo_id,fullname,structurelink
ISTE097895,"Verapamil2,4",CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,"Digoxin1,3",,,,Ki,Ki,8.11,μM,"Tang, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069472,Quinidine Gluconate,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-200 uM,,[Bodipy]-Verapamil,[Verapamil Hydrochloride],,,IC50,IC50,8.13,uM,DOI:10.1002/jps.22566   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:3055   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22566,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069474,Quinidine Polygalacturonate,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-200 uM,,[Bodipy]-Verapamil,[Verapamil Hydrochloride],,,IC50,IC50,8.13,uM,DOI:10.1002/jps.22566   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:3055   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22566,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069475,Quinidine Sulfate,OS(O)(=O)=O.[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-200 uM,,[Bodipy]-Verapamil,[Verapamil Hydrochloride],,,IC50,IC50,8.13,uM,DOI:10.1002/jps.22566   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:3055   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22566,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070528,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-G185 cells,,,Daunorubicin,,,,IC50,IC50,8.2,μM,"Wang, 2000",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070529,"Verapamil2,4",CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,"Fexofenadine1,3",,,,IC50,IC50,8.44,μM,"Petri, 2004",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069477,Atazanavir Sulfate,OS(O)(=O)=O.COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=NC=CC=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,CCRF-CEM/ VLB cells,0-50 uM,,[3H]-Daunorubicin,[Daunorubicin Hydrochloride],4 min,,IC50,IC50,8.5,uM,DOI:10.3851/IMP1399   JOURNAL:Antiviral Therapy   PAGES:965   VOLUME:14,Literature,http://dx.doi.org/10.3851/IMP1399,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097896,Doxorubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1-expressing Caco2 cells,,,Paclitaxel,,,,Ki,Ki,8.5,μM,"Gao, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097897,"Quinidine1,2,4",COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDCK-MDR1 cells,,,"Digoxin1,3",,,,Ki,Ki,8.59,μM,"Tang, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070531,Barnidipine,CC1=C([C@@H](C(=C(N1)C)C(=O)O[C@H]2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 expressing LLC-PK1 cells,,,Daunorubicin,,,,IC50,IC50,8.6,μM,"Katoh, 2000",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070532,N-norgallopamil,CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,Rhodamine 123,,,,IC50,IC50,8.6,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073328,Barnidipine,COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC=CC(=C1)N(=O)=O)C(=O)O[C@H]1CCN(C1)CC1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-GA5-COL150 cells, recombinant",5-50 uM,,[3H]-Daunorubicin,[Daunorubicin Hydrochloride],3 h,,IC50,IC50 BA/AB,8.6,uM,JOURNAL:Pharmacological Research   PAGES:1189   VOLUME:17,Literature,,2000,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE074699,Verapamil Hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Gill cells,1-25 uM,,Calcein,[Calcein acetomethoxy ester],90 min,efflux,IC50,IC50,8.73,uM,DOI:10.1016/j.taap.2016.02.020   ISSN:0041008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:56   VOLUME:297,Literature,http://dx.doi.org/10.1016/j.taap.2016.02.020,2016,IST134,Multidrug resistance protein 1,
ISTE070309,Baloxavir Marboxil,[H][C@@]12COCCN1C(=O)C1=C(OCOC(=O)OC)C(=O)C=CN1N2[C@]1([H])C2=C(SCC3=C1C=CC(F)=C3F)C=CC=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,1-100 umol/l,,3H-labeled digoxin,[Digoxin],2 h,,IC50,IC50,8.75,umol/L,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 210854/S-000 Part 02, page:3 PDF 355k",FDA approval package document,,2018,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069481,Propranolol Hydrochloride,Cl.CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-60 uM,,[Lucifer yellow],[Lucifer yellow],,,IC50,IC50,8.8,uM,DOI:10.1002/jps.22652   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:4013   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22652,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069482,Propranolol Hydrochloride,Cl.CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-60 uM,,Digoxin,[Digoxin],2.5 h,,IC50,IC50,8.8,uM,DOI:10.1002/jps.22652   JOURNAL:Journal of Pharmaceutical Sciences   PAGES:4013   VOLUME:100,Literature,http://dx.doi.org/10.1002/jps.22652,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097665,Tacrolimus,[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@H]1CC[C@@H](O)[C@H](C1)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Lymphocyte cells,,,Rhodamine 123,[Rhodamine 123],30 min,,Ki,Ki,8.8,uM,JOURNAL:Pharmacological Research   PAGES:39   VOLUME:18,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097666,Tacrolimus,[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@H]1CC[C@@H](O)[C@H](C1)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Lymphocytes cells,,,Rhodamine 123,[Rhodamine 123],,,Ki,Ki,8.8,uM,JOURNAL:Pharmacological Research   PAGES:39   VOLUME:18,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070533,Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,Daunorubicin,,,,IC50,IC50,8.9,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE097668,Amiodarone Hydrochloride,Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII cells, recombinant",12.5-25 uM,,Rivaroxaban,[Rivaroxaban],,noncompetitive allosteric inhibition,Ki,Ki,8.94,uM,DOI:10.1124/dmd.116.073890   ISSN:00909556   JOURNAL:Drug Metabolism and Disposition   PAGES:260   VOLUME:45,Literature,http://dx.doi.org/10.1124/dmd.116.073890,2017,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069485,Atorvastatin Calcium,[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Cells,,,Bisbenzimide H33342,[Bisbenzimide H 33342],,,IC50,IC50,9,uM,DOI:10.1002/ijc.25295   JOURNAL:International Journal of Cancer   PAGES:2936   VOLUME:127,Literature,http://dx.doi.org/10.1002/ijc.25295,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069489,Simvastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"NIH-3T3 cells, recombinant",0-250 uM,,Vanadate,[Vanadate],30 min,,IC50,IC50,9,uM,JOURNAL:Pharmacological Research   PAGES:800   VOLUME:18,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070534,Ivermectin,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,,,Calcein AM,,,,IC50,IC50,9,μM,"Eneroth, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070535,Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 expressing 3T3-G185 cells,,,Daunorubicin,,,,IC50,IC50,9,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073333,Ketoconazole,[H][C@]1(COC2=CC=C(C=C2)N2CCN(CC2)C(C)=O)CO[C@@](CN2C=CN=C2)(O1)C1=CC=C(Cl)C=C1Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"L-MDR1 cells, recombinant",,,Rivaroxaban,[Rivaroxaban],0-2 h,,IC50,IC50 BA/AB,9,uM,DOI:10.1124/jpet.111.180240   JOURNAL:Journal of Pharmacology and Experimental Therapeutics   PAGES:372   VOLUME:338,Literature,http://dx.doi.org/10.1124/jpet.111.180240,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073334,Saquinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=CC=C3C=CC=CC3=N1)[C@@H](C2)C(=O)NC(C)(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,1-1000 uM,,[3H]-Digoxin,[Digoxin],2 h,,IC50,IC50 BA/AB,9,uM,DOI:10.1021/mp900174z   JOURNAL:Molecular Pharmaceutics   PAGES:398   VOLUME:7,Literature,http://dx.doi.org/10.1021/mp900174z,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069493,Haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-100 uM,,Rhodamine 123,[Rhodamine 123],1 h,,IC50,IC50,9.1,uM,DOI:10.1007/s0021364379   JOURNAL:Psychopharmacology   PAGES:415   VOLUME:187,Literature,http://dx.doi.org/10.1007/s00213-006-0437-9,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069495,Amiodarone Hydrochloride,Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII cells, recombinant",12.5-25 uM,,Rivaroxaban,[Rivaroxaban],,,IC50,IC50,9.2,uM,DOI:10.1124/dmd.116.073890   ISSN:00909556   JOURNAL:Drug Metabolism and Disposition   PAGES:260   VOLUME:45,Literature,http://dx.doi.org/10.1124/dmd.116.073890,2017,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069496,Verapamil Hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MES-SA/ Dx5 cells,,,Verapamil,[Verapamil Hydrochloride],15 min,,IC50,IC50,9.2,uM,DOI:10.1016/j.ejps.2010.05.016   JOURNAL:European Journal of Pharmaceutical Sciences   PAGES:86   VOLUME:41,Literature,http://dx.doi.org/10.1016/j.ejps.2010.05.016,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069500,Verapamil Hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"CR1R12 cells, recombinant",,,[3H]-Daunorubicin,[Daunorubicin Hydrochloride],,,IC50,IC50,9.2,uM,JOURNAL:Cancer Research   PAGES:7525   VOLUME:61,Literature,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070536,(+)-isradipine,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,F4-6P cells,,,Vinblastine1,,,,IC50,IC50,9.2,μM,"Hollt, 1992",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070537,Emetine,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,Daunorubicin,,,,IC50,IC50,9.2,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070538,Cyclosporine2,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 expressing MDCK2 cells,,,Calcein AM,,,,IC50,IC50,9.3,μM,"Tong, 2007",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069510,Cyclosporine,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCKII-MDR1 cells, recombinant",0.78-50 uM,,Calcein AM,[Calcein acetomethoxy ester],,,IC50,IC50,9.34,uM,DOI:10.1128/AAC.0067107   JOURNAL:Antimicrobial Agents and Chemotherapy   PAGES:3498   VOLUME:51,Literature,http://dx.doi.org/10.1128/AAC.00671-07,2007,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070539,(-)-nitrendipine,CCOC(=O)C1=C(NC(=C([C@@H]1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,F4-6P cells,,,Vinblastine1,,,,IC50,IC50,9.4,μM,"Hollt, 1992",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070540,"Quinidine1,2,4",COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDCKII-MDR1 cells,,,"Digoxin1,3",,,,IC50,IC50,9.4,μM,"Keogh, 2006",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070541,Benidipine,CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 expressing LLC-PK1 cells,,,Daunorubicin,,,,IC50,IC50,9.5,μM,"Katoh, 2000",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070542,"Quinidine1,2,4",COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,MDR1 transfected LLC-PK1 cells,,,"Digoxin1,3",,,,IC50,IC50,9.52,μM,"Kakumoto, 2002",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073338,Quinidine Gluconate,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-GA5-COL150 cells, recombinant",0-50 uM,,[3H]-digoxin,[Digoxin],3 h,,IC50,IC50 BA/AB,9.52,uM,DOI:10.1248/bpb.25.1604   JOURNAL:Biological and Pharmaceutical Bulletin   PAGES:1604   VOLUME:25,Literature,http://dx.doi.org/10.1248/bpb.25.1604,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073339,Quinidine Gluconate,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-GA5-COL150 cells, recombinant",0-50 uM,,[14C]-Inulin,[Inulin],,,IC50,IC50 BA/AB,9.52,uM,DOI:10.1248/bpb.25.1604   JOURNAL:Biological and Pharmaceutical Bulletin   PAGES:1604   VOLUME:25,Literature,http://dx.doi.org/10.1248/bpb.25.1604,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073340,Quinidine Polygalacturonate,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O.[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-GA5-COL150 cells, recombinant",0-50 uM,,[3H]-Digoxin,[Digoxin],3 h,,IC50,IC50 BA/AB,9.52,uM,DOI:10.1248/bpb.25.1604   JOURNAL:Biological and Pharmaceutical Bulletin   PAGES:1604   VOLUME:25,Literature,http://dx.doi.org/10.1248/bpb.25.1604,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE073343,Quinidine Sulfate,OS(O)(=O)=O.[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-GA5-COL150 cells, recombinant",0-50 uM,,[3H]-digoxin,[Digoxin],3 h,,IC50,IC50 BA/AB,9.52,uM,DOI:10.1248/bpb.25.1604   JOURNAL:Biological and Pharmaceutical Bulletin   PAGES:1604   VOLUME:25,Literature,http://dx.doi.org/10.1248/bpb.25.1604,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE070543,Emetine,CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,NIH-3T3-G185 cells,,,Rhodamine 123,,,,IC50,IC50,9.6,μM,"Wang, 2001",UCSF-FDA,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069514,Budesonide,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(CCC)O2)C(=O)CO,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,Caco2 cells,0.3-100 uM,,Digoxin,[Digoxin],,,IC50,IC50,9.78,uM,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 205613/S-000 Part 01, page:28 PDF 5700k",FDA approval package document,,2014,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069516,Quetiapine Fumarate,OC(=O)\C=C\C(O)=O.OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"LLC-PK1 cells, recombinant",0-100 uM,,Rhodamine 123,[Rhodamine 123],1 h,,IC50,IC50,9.8,uM,DOI:10.1007/s0021364379   JOURNAL:Psychopharmacology   PAGES:415   VOLUME:187,Literature,http://dx.doi.org/10.1007/s00213-006-0437-9,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE069518,Verapamil Hydrochloride,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,MDR1,Human,ABCB1,5243,Inhibitor,In Vitro,Cell line,"MDCK-MDR1 cells, recombinant",,,Rhodamine 123,[Rhodamine],0-2400 sec,,IC50,IC50,9.8,uM,DOI:10.1016/j.bmc.2010.12.043   JOURNAL:Bioorganic and Medicinal Chemistry   PAGES:2090   VOLUME:19,Literature,http://dx.doi.org/10.1016/j.bmc.2010.12.043,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
