CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL1928262	1269227	CHEMBL1928262	1269227	GISADENAFIL	NA	519.63	1.12	135.54	1	CCOc1ncc(cc1C2=Nc3c(CC)n(CCOC)nc3C(=O)N2)S(=O)(=O)N4CCN(CC)CC4	7971973	Ratio	=	1.5	-	NA	Ratio	=	1.5	NA	NA	NA	0	BAO_0000179	NA	NA	791636	CHEMBL1930860	A	Efflux ratio of apparent permeability from apical to basolateral to basolateral to apical side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	60493	CHEMBL1926502	22100260	Bioorg. Med. Chem.	2012	20	1	498	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1928263	1269228	CHEMBL1928263	1269228		NA	560.73	1.81	129.55	1	CCCCOc1ncc(cc1C2=Nc3c(CC)n(CCN(C)C)nc3C(=O)N2)S(=O)(=O)N4CCN(CC)CC4	7971974	Ratio	=	7	-	NA	Ratio	=	7	NA	NA	NA	0	BAO_0000179	NA	NA	791636	CHEMBL1930860	A	Efflux ratio of apparent permeability from apical to basolateral to basolateral to apical side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	60493	CHEMBL1926502	22100260	Bioorg. Med. Chem.	2012	20	1	498	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1928277	1269242	CHEMBL1928277	1269242		NA	531.64	1.43	135.54	1	CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(nn5CCCC(C)c45)C(=O)N3	7972950	Ratio	=	1.5	-	NA	Ratio	=	1.5	NA	NA	NA	0	BAO_0000179	NA	NA	791636	CHEMBL1930860	A	Efflux ratio of apparent permeability from apical to basolateral to basolateral to apical side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	60493	CHEMBL1926502	22100260	Bioorg. Med. Chem.	2012	20	1	498	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147102	1420598	CHEMBL2147102	1420598	NA	NA	375.31	2.56	107.41	0	[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(N4CCOCC4=O)c(F)c3	12039940	Ratio	=	2.75	-	NA	Ratio	=	2.75	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147093	1420589	CHEMBL2147093	1420589	NA	NA	343.34	2.89	90.34	0	[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(cc3)N4CCOCC4	12039332	Ratio	=	0.7	-	NA	Ratio	=	0.7	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147096	1420592	CHEMBL2147096	1420592	NA	NA	375.41	2.62	98.18	0	[O-][S+]1CCN(CC1)c2ccc(cc2)C3CC(=NO3)c4oc(cc4)[N+](=O)[O-]	12039336	Ratio	=	1.13	-	NA	Ratio	=	1.13	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL248729	417952	CHEMBL248729	417952	NA	NA	341.37	4.04	81.11	0	[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(cc3)N4CCCCC4	12039331	Ratio	=	1.35	-	NA	Ratio	=	1.35	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147088	1420584	CHEMBL2147088	1420584	NA	NA	344.33	2.29	103.23	0	[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(nc3)N4CCOCC4	12039333	Ratio	=	2.2	-	NA	Ratio	=	2.2	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147097	1420593	CHEMBL2147097	1420593	NA	NA	370.37	2.33	101.42	0	CN1CCN(C(=O)C1)c2ccc(cc2)C3CC(=NO3)c4oc(cc4)[N+](=O)[O-]	12039337	Ratio	=	1.07	-	NA	Ratio	=	1.07	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147099	1420595	CHEMBL2147099	1420595	NA	NA	388.36	2.47	101.42	0	CN1CCN(C(=O)C1)c2ccc(cc2F)C3CC(=NO3)c4oc(cc4)[N+](=O)[O-]	12039937	Ratio	=	1.43	-	NA	Ratio	=	1.43	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147100	1420596	CHEMBL2147100	1420596	NA	NA	357.32	2.42	107.41	0	[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(cc3)N4CCOCC4=O	12039938	Ratio	=	4.47	-	NA	Ratio	=	4.47	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147101	1420597	CHEMBL2147101	1420597	NA	NA	358.31	1.81	120.3	0	[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(nc3)N4CCOCC4=O	12039939	Ratio	=	5.31	-	NA	Ratio	=	5.31	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147094	1420590	CHEMBL2147094	1420590	NA	NA	361.33	3.03	90.34	0	[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(N4CCOCC4)c(F)c3	12039334	Ratio	=	0.88	-	NA	Ratio	=	0.88	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147095	1420591	CHEMBL2147095	1420591	NA	NA	359.41	3.61	81.11	0	[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(cc3)N4CCSCC4	12039335	Ratio	=	1.19	-	NA	Ratio	=	1.19	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2147098	1420594	CHEMBL2147098	1420594	NA	NA	371.35	1.73	114.31	0	CN1CCN(C(=O)C1)c2ccc(cn2)C3CC(=NO3)c4oc(cc4)[N+](=O)[O-]	12039338	Ratio	=	0.91	-	NA	Ratio	=	0.91	NA	NA	NA	0	BAO_0000179	NA	NA	848206	CHEMBL2148942	A	Efflux ratio of apparent permeability from basal to apical side to apical to basal side of human Caco2 cells	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	65341	CHEMBL2146426	22995771	Bioorg. Med. Chem.	2012	20	20	6063	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL8809	4672	CHEMBL8809	4672	RACLOPRIDE	NA	347.24	2.92	61.8	0	CCN1CCC[C@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC	12649827	Ratio	=	0.5	-	NA	Ratio	=	0.5	NA	NA	NA	0	BAO_0000179	NA	NA	939282	CHEMBL2327079	A	Efflux ratio of apparent permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 1 to 20 uM	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72063	CHEMBL2321719	23218776	Bioorg. Med. Chem.	2013	21	1	196	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL1259203	708221	CHEMBL1259203	708221		NA	386.47	5.04	33.95	1	CN1CCC(CC1)c2cn(c3ccc(F)cc3)c4ccc(cc24)c5cncnc5	12649825	Ratio	=	0.7	-	NA	Ratio	=	0.7	NA	NA	NA	0	BAO_0000179	NA	NA	939281	CHEMBL2327078	A	Efflux ratio of apparent permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 20 uM	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72063	CHEMBL2321719	23218776	Bioorg. Med. Chem.	2013	21	1	196	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL319352	156661	CHEMBL319352	156661		NA	488.57	3.16	84.11	0	Cn1nnc(n1)c2ccc3c(c2)c(cn3c4ccc(F)cc4)C5CCN(CCN6CCNC6=O)CC5	12649829	Ratio	=	2.8	-	NA	Ratio	=	2.8	NA	NA	NA	0	BAO_0000179	NA	NA	939282	CHEMBL2327079	A	Efflux ratio of apparent permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 1 to 20 uM	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72063	CHEMBL2321719	23218776	Bioorg. Med. Chem.	2013	21	1	196	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL328187	156403	CHEMBL328187	156403		NA	487.58	3.77	71.22	0	Cn1cc(nn1)c2ccc3c(c2)c(cn3c4ccc(F)cc4)C5CCN(CCN6CCNC6=O)CC5	12649828	Ratio	=	19	-	NA	Ratio	=	19	NA	NA	NA	0	BAO_0000179	NA	NA	939282	CHEMBL2327079	A	Efflux ratio of apparent permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 1 to 20 uM	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72063	CHEMBL2321719	23218776	Bioorg. Med. Chem.	2013	21	1	196	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL31354	42179	CHEMBL31354	42179	WAY-100,635	NA	422.57	3.83	48.91	0	COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2	12649826	Ratio	=	0.9	-	NA	Ratio	=	0.9	NA	NA	NA	0	BAO_0000179	NA	NA	939282	CHEMBL2327079	A	Efflux ratio of apparent permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 1 to 20 uM	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72063	CHEMBL2321719	23218776	Bioorg. Med. Chem.	2013	21	1	196	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2326175	1520361	CHEMBL2326175	1520361		NA	389.48	4.37	38.88	0	CN1CCC(CC1)c2cn(c3ccc(F)cc3)c4ccc(cc24)c5ncn(C)n5	12649824	Ratio	=	0.7	-	NA	Ratio	=	0.7	NA	NA	NA	0	BAO_0000179	NA	NA	939281	CHEMBL2327078	A	Efflux ratio of apparent permeability from basolateral to apical side over apical to basolateral side in human Caco2 cells at 20 uM	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72063	CHEMBL2321719	23218776	Bioorg. Med. Chem.	2013	21	1	196	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323692	1517853	CHEMBL2323692	1517853	NA	NA	535.64	0.51	177.39	2	CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(CCCC(=O)NC(C)(C)CO)cc3	12664545	Ratio		NA		NA	Ratio		NA	NA	Not Determined	NA	0	BAO_0000193	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323691	1517852	CHEMBL2323691	1517852	NA	NA	464.52	-0.41	183.18	1	CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(NC(=O)CCN)cc3	12664548	Ratio		NA		NA	Ratio		NA	NA	Not Determined	NA	0	BAO_0000193	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323700	1517861	CHEMBL2323700	1517861	NA	NA	373.5	2.63	97.98	0	CC(C)C1=C(Cc2ccc(CCCC(=O)NC(C)(C)CO)cc2)C(=O)NN1	12664538	Ratio	=	1.5	-	NA	Ratio	=	1.5	NA		NA	0	BAO_0000179	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323701	1517862	CHEMBL2323701	1517862	NA	NA	386.5	2.12	120.84	0	CC(C)C1=C(Cc2ccc(CCCC(=O)NC(C)(C)C(=O)N)cc2)C(=O)NN1	12664537	Ratio	=	0.22	-	NA	Ratio	=	0.22	NA		NA	0	BAO_0000179	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2159101	1425644	CHEMBL2159101	1425644	NA	NA	408.45	0.32	148.29	1	CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(O)cc3C	12664546	Ratio	=	0.067	-	NA	Ratio	=	0.067	NA		NA	0	BAO_0000179	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323699	1517860	CHEMBL2323699	1517860	NA	NA	302.38	1.7	103.77	0	CC(C)C1=C(Cc2ccc(NC(=O)CCN)cc2)C(=O)NN1	12664539	Ratio	=	1.5	-	NA	Ratio	=	1.5	NA		NA	0	BAO_0000179	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2159102	1425645	CHEMBL2159102	1425645	NA	NA	406.48	0.92	128.06	0	CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(C)cc3C	12664547	Ratio	=	0.092	-	NA	Ratio	=	0.092	NA		NA	0	BAO_0000179	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323696	1517857	CHEMBL2323696	1517857	NA	NA	244.34	3.03	48.65	0	CC(C)C1=C(Cc2ccc(C)cc2C)C(=O)NN1	12664542	Ratio	=	23	-	NA	Ratio	=	23	NA		NA	0	BAO_0000179	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323697	1517858	CHEMBL2323697	1517858	NA	NA	246.31	2.43	68.88	0	CC(C)C1=C(Cc2ccc(O)cc2C)C(=O)NN1	12664541	Ratio	=	9.6	-	NA	Ratio	=	9.6	NA		NA	0	BAO_0000179	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323694	1517855	CHEMBL2323694	1517855	NA	NA	617.74	-0.05	189.5	2	CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(CCCC(=O)NC(C)(C)C(=O)N4CCNCC4)cc3	12664543	Ratio	=	0.11	-	NA	Ratio	=	0.11	NA		NA	0	BAO_0000179	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323686	1517847	CHEMBL2323686	1517847	NA	NA	435.48	0.26	157.16	1	CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(NC(=O)C)cc3	12664549	Ratio		NA		NA	Ratio		NA	NA	Not Determined	NA	0	BAO_0000193	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323702	1517863	CHEMBL2323702	1517863	NA	NA	455.6	2.07	110.09	0	CC(C)C1=C(Cc2ccc(CCCC(=O)NC(C)(C)C(=O)N3CCNCC3)cc2)C(=O)NN1	12664536	Ratio	=	0.41	-	NA	Ratio	=	0.41	NA		NA	0	BAO_0000179	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323693	1517854	CHEMBL2323693	1517854	NA	NA	548.64	0.01	200.25	2	CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(CCCC(=O)NC(C)(C)C(=O)N)cc3	12664544	Ratio		NA		NA	Ratio		NA	NA	Not Determined	NA	0	BAO_0000193	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL2323698	1517859	CHEMBL2323698	1517859	NA	NA	273.34	2.38	77.75	0	CC(C)C1=C(Cc2ccc(NC(=O)C)cc2)C(=O)NN1	12664540	Ratio	=	2.8	-	NA	Ratio	=	2.8	NA		NA	0	BAO_0000179	NA	NA	938468	CHEMBL2329657	A	Efflux ratio of permeability in human Caco2 cells after 2 hrs	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	80054	CHEMBL614058	CELL-LINE	NA	Caco-2	Homo sapiens	1	Non-molecular	NA	NA	72098	CHEMBL2321755	23273606	Bioorg. Med. Chem.	2013	21	3	748	495	CHEMBL3307519	Caco-2	NA	NA
CHEMBL3091493	1608800	CHEMBL3091493	1608800	NA	NA	573.74	2.94	103.01	1	CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2C[C@H]3Cc4ccccc4N3C[C@H]2C(=O)N[C@@H]5CCOc6ccccc56	13841490	Ratio	=	3.2	-	NA	Ratio	=	3.2	NA		NA	0	BAO_0000179	NA	NA	1280804	CHEMBL3097968	A	Activity at human MDR1 expressed in pig LLC-PK1 cells assessed as efflux ratio of permeability from basolateral to apical side over apical to basolateral side at 10 umol/L after 2 hrs by LC-MS/MS analysis	1	Scientific Literature	Homo sapiens	NA	9606	Autocuration	BAO_0000219	11398	CHEMBL4302	SINGLE PROTEIN	P08183	P-glycoprotein 1	Homo sapiens	9	Protein	NA	NA	76190	CHEMBL3091457	24169315	Bioorg. Med. Chem.	2013	21	24	7938	NA	NA	NA	NA	NA
